code,name,description
F3160,"Bipolar disorder, current episode mixed, unspecified","A medical condition known as bipolar disorder, current episode mixed, unspecified."
F3161,"Bipolar disorder, current episode mixed, mild","A medical condition known as bipolar disorder, current episode mixed, mild."
F3162,"Bipolar disorder, current episode mixed, moderate","A medical condition known as bipolar disorder, current episode mixed, moderate."
F3163,"Bipolar disorder, current episode mixed, severe, without psyc","A medical condition known as bipolar disorder, current episode mixed, severe, without psyc."
F3164,"Bipolar disorder, current episode mixed, severe, with psychoti","A medical condition known as bipolar disorder, current episode mixed, severe, with psychoti."
F3172,"Bipolar disorder, in full remission, most recent episode hypom","A medical condition known as bipolar disorder, in full remission, most recent episode hypom."
F3173,"Bipolar disorder, in partial remission, most recent episode ma","A medical condition known as bipolar disorder, in partial remission, most recent episode ma."
F3174,"Bipolar disorder, in full remission, most recent episode manic","A medical condition known as bipolar disorder, in full remission, most recent episode manic."
F3175,"Bipolar disorder, in partial remission, most recent episode de","A medical condition known as bipolar disorder, in partial remission, most recent episode de."
F3176,"Bipolar disorder, in full remission, most recent episode depres","A medical condition known as bipolar disorder, in full remission, most recent episode depres."
F3177,"Bipolar disorder, in partial remission, most recent episode mix","A medical condition known as bipolar disorder, in partial remission, most recent episode mix."
F3178,"Bipolar disorder, in full remission, most recent episode mixed","A medical condition known as bipolar disorder, in full remission, most recent episode mixed."
F3181,Bipolar II disorder,A medical condition known as bipolar ii disorder.
F3189,Other bipolar disorder,A medical condition known as other bipolar disorder.
F319,"Bipolar disorder, unspecified","A medical condition known as bipolar disorder, unspecified."
F320,"Major depressive disorder, single episode, mild","A medical condition known as major depressive disorder, single episode, mild."
F321,"Major depressive disorder, single episode, moderate","A medical condition known as major depressive disorder, single episode, moderate."
F322,"Major depressive disorder, single episode, severe without psyc","A medical condition known as major depressive disorder, single episode, severe without psyc."
F323,"Major depressive disorder, single episode, severe with psychot","A medical condition known as major depressive disorder, single episode, severe with psychot."
F324,"Major depressive disorder, single episode, in partial remission","A medical condition known as major depressive disorder, single episode, in partial remission."
F325,"Major depressive disorder, single episode, in full remission","A medical condition known as major depressive disorder, single episode, in full remission."
F3281,Premenstrual dysphoric disorder,A medical condition known as premenstrual dysphoric disorder.
F3289,Other specified depressive episodes,A medical condition known as other specified depressive episodes.
F329,"Major depressive disorder, single episode, unspecified","A medical condition known as major depressive disorder, single episode, unspecified."
F330,"Major depressive disorder, recurrent, mild","A medical condition known as major depressive disorder, recurrent, mild."
F331,"Major depressive disorder, recurrent, moderate","A medical condition known as major depressive disorder, recurrent, moderate."
F332,"Major depressive disorder, recurrent severe without psychotic","A medical condition known as major depressive disorder, recurrent severe without psychotic."
F333,"Major depressive disorder, recurrent, severe with psychotic sy","A medical condition known as major depressive disorder, recurrent, severe with psychotic sy."
F3340,"Major depressive disorder, recurrent, in remission, unspecifie","A medical condition known as major depressive disorder, recurrent, in remission, unspecifie."
F3341,"Major depressive disorder, recurrent, in partial remission","A medical condition known as major depressive disorder, recurrent, in partial remission."
F3342,"Major depressive disorder, recurrent, in full remission","A medical condition known as major depressive disorder, recurrent, in full remission."
F338,Other recurrent depressive disorders,A medical condition known as other recurrent depressive disorders.
F411,Generalized anxiety disorder,A medical condition known as generalized anxiety disorder.
F413,Other mixed anxiety disorders,A medical condition known as other mixed anxiety disorders.
F418,Other specified anxiety disorders,A medical condition known as other specified anxiety disorders.
F419,"Anxiety disorder, unspecified","A medical condition known as anxiety disorder, unspecified."
F422,Mixed obsessional thoughts and acts,A medical condition known as mixed obsessional thoughts and acts.
F423,Hoarding disorder,A medical condition known as hoarding disorder.
F424,Excoriation (skin-picking) disorder,A medical condition known as excoriation (skin-picking) disorder.
F428,Other obsessive-compulsive disorder,A medical condition known as other obsessive-compulsive disorder.
F429,"Obsessive-compulsive disorder, unspecified","A medical condition known as obsessive-compulsive disorder, unspecified."
F430,Acute stress reaction,A medical condition known as acute stress reaction.
F4310,"Post-traumatic stress disorder, unspecified","A medical condition known as post-traumatic stress disorder, unspecified."
F4311,"Post-traumatic stress disorder, acute","A medical condition known as post-traumatic stress disorder, acute."
F4312,"Post-traumatic stress disorder, chronic","A medical condition known as post-traumatic stress disorder, chronic."
F4320,"Adjustment disorder, unspecified","A medical condition known as adjustment disorder, unspecified."
F4321,Adjustment disorder with depressed mood,A medical condition known as adjustment disorder with depressed mood.
F4322,Adjustment disorder with anxiety,A medical condition known as adjustment disorder with anxiety.
F4323,Adjustment disorder with mixed anxiety and depressed mood,A medical condition known as adjustment disorder with mixed anxiety and depressed mood.
F4324,Adjustment disorder with disturbance of conduct,A medical condition known as adjustment disorder with disturbance of conduct.
F4325,Adjustment disorder with mixed disturbance of emotions and,A medical condition known as adjustment disorder with mixed disturbance of emotions and.
F4329,Adjustment disorder with other symptoms,A medical condition known as adjustment disorder with other symptoms.
F438,Other reactions to severe stress,A medical condition known as other reactions to severe stress.
F439,"Reaction to severe stress, unspecified","A medical condition known as reaction to severe stress, unspecified."
F440,Dissociative amnesia,A medical condition known as dissociative amnesia.
F441,Dissociative fugue,A medical condition known as dissociative fugue.
F442,Dissociative stupor,A medical condition known as dissociative stupor.
F444,Conversion disorder with motor symptom or deficit,A medical condition known as conversion disorder with motor symptom or deficit.
F445,Conversion disorder with seizures or convulsions,A medical condition known as conversion disorder with seizures or convulsions.
F4481,Dissociative identity disorder,A medical condition known as dissociative identity disorder.
F4489,Other dissociative and conversion disorders,A medical condition known as other dissociative and conversion disorders.
F449,"Dissociative and conversion disorder, unspecified","A medical condition known as dissociative and conversion disorder, unspecified."
F450,Somatization disorder,A medical condition known as somatization disorder.
F451,Undifferentiated somatoform disorder,A medical condition known as undifferentiated somatoform disorder.
F4520,"Hypochondriacal disorder, unspecified","A medical condition known as hypochondriacal disorder, unspecified."
F4521,Hypochondriasis,A medical condition known as hypochondriasis.
F4522,Body dysmorphic disorder,A medical condition known as body dysmorphic disorder.
F4529,Other hypochondriacal disorders,A medical condition known as other hypochondriacal disorders.
F4541,Pain disorder exclusively related to psychological factors,A medical condition known as pain disorder exclusively related to psychological factors.
F4542,Pain disorder with related psychological factors,A medical condition known as pain disorder with related psychological factors.
